sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
3.567,3.299,2.918,2.466,2.909,1.832,0.612,0.349,3.02,0.359
2.031,2.039,1.722,1.447,2.095,1.002,0.409,0.369,2.101,0.027
3.385,3.511,3.145,2.8,2.681,1.943,1.646,0.968,2.915,0.867
2.99,2.779,2.499,2.005,2.491,1.467,0.945,0.7,2.736,0.228
1.05,1.155,0.857,0.614,1.9,0.682,0.353,0.194,1.727,0.222
1.373,1.413,1.148,1.183,2.201,0.991,0.536,0.121,1.766,0.304
3.13,3.156,2.807,2.589,2.669,2.002,0.529,0.045,2.673,0.567
2.679,2.491,2.286,2.111,2.476,1.331,0.38,0.087,2.267,0.371
3.095,2.728,2.277,2.116,2.462,1.628,0.927,0.819,2.574,0.46
1.436,1.001,0.792,0.734,1.771,0.311,0.0,0.0,1.257,0.0
2.364,2.489,2.089,1.931,2.455,1.593,0.362,0.01,2.316,0.362
2.526,2.038,1.728,1.422,2.245,1.065,0.036,0.251,2.109,0.0
1.371,1.155,1.08,0.997,1.956,0.663,0.3,0.058,1.542,0.165
3.578,3.308,3.006,2.544,2.832,1.794,1.667,1.387,3.008,0.465
2.371,2.489,2.161,1.835,2.222,1.299,0.318,0.14,2.297,0.359
1.902,1.715,1.491,1.254,1.786,0.58,0.0,0.0,1.64,0.095
2.288,2.047,1.856,1.506,2.291,1.272,0.078,0.013,2.011,0.202
3.523,3.277,2.887,2.351,2.873,2.008,1.189,1.09,3.047,0.319
3.534,3.504,3.152,2.632,2.94,2.147,2.184,1.636,3.25,0.464
3.144,2.702,2.442,2.076,2.751,1.879,1.421,1.193,2.431,0.343
1.819,1.745,1.314,1.154,2.06,0.755,0.0,0.045,1.736,0.052
1.699,1.3,1.097,0.908,1.995,0.611,0.0,0.0,1.572,0.0
3.423,3.361,2.929,2.467,2.748,2.184,2.285,1.951,2.967,0.692
2.735,2.445,2.22,1.998,2.177,1.175,0.795,0.693,2.463,0.162
2.016,1.897,1.547,1.367,2.127,1.064,0.665,0.522,2.031,0.189
1.864,1.505,1.201,0.969,2.223,0.911,0.18,0.238,1.708,0.017
2.936,2.693,2.431,1.947,2.385,1.446,0.326,0.153,2.414,0.456
1.407,1.265,0.843,0.794,1.839,0.681,0.222,0.0,1.591,0.0
3.91,3.804,3.589,2.973,3.067,2.261,1.004,0.406,3.273,0.646
2.02,1.772,1.482,1.085,1.868,0.779,0.04,0.0,1.901,0.254
3.37,3.296,3.227,2.845,2.964,1.833,0.484,0.225,3.059,0.556
2.305,2.269,2.045,1.701,2.273,1.249,0.742,0.487,2.364,0.145
1.434,1.04,0.804,0.731,1.902,0.302,0.318,0.268,1.363,0.102
2.307,1.879,1.386,1.191,2.195,0.996,0.792,0.576,1.817,0.0
3.343,3.157,2.838,2.502,2.767,2.138,0.925,0.56,2.681,0.804
2.649,2.594,2.387,1.989,2.63,1.797,1.677,1.368,2.722,0.317
3.181,2.922,2.609,2.373,2.726,1.871,0.743,0.455,2.627,0.42
2.496,2.25,2.092,1.811,2.323,1.267,0.018,0.001,2.124,0.033
2.073,2.213,1.799,1.424,2.217,0.916,0.633,0.339,2.151,0.053
2.723,2.641,2.268,2.075,2.413,1.912,0.458,0.185,2.436,0.364
3.003,2.708,2.499,2.194,2.598,1.836,0.641,0.386,2.538,0.553
3.424,3.211,2.859,2.66,2.879,2.31,1.631,0.972,2.936,0.38
2.401,2.339,1.721,1.607,2.303,1.412,0.446,0.11,1.965,0.251
2.87,2.964,2.609,2.333,2.604,1.672,0.704,0.388,2.695,0.415
1.245,1.123,0.829,0.761,1.689,0.541,0.0,0.0,1.3,0.0
2.77,2.479,2.317,1.933,2.543,1.482,0.607,0.289,2.366,0.396
3.093,3.092,2.7,2.353,2.568,1.793,0.257,0.141,2.383,0.229
0.802,0.735,0.542,0.839,1.996,0.74,0.168,0.091,1.291,0.361
1.836,1.649,1.257,1.168,2.373,1.003,0.462,0.188,1.853,0.189
2.478,2.536,2.217,1.965,2.34,1.5,0.246,0.009,2.56,0.39
3.503,3.24,3.226,2.767,2.853,2.227,1.178,0.792,2.957,0.77
1.24,1.405,1.158,1.07,1.946,0.856,0.02,0.06,1.611,0.134
2.915,2.614,2.269,1.881,2.478,1.372,0.257,0.084,2.448,0.074
3.682,3.77,3.611,3.171,3.077,2.554,1.87,1.423,3.264,0.643
2.784,2.517,2.222,1.882,2.416,1.543,0.505,0.361,2.155,0.388
2.723,2.549,2.136,1.963,2.244,1.5,0.816,0.278,2.296,0.164
3.263,3.072,2.96,2.571,2.718,1.771,0.682,0.452,2.55,0.713
1.104,1.219,0.803,0.898,1.756,0.792,0.287,0.102,1.294,0.066
0.626,0.558,0.361,0.362,1.708,0.286,0.0,0.0,1.059,0.0
3.139,3.013,2.729,2.414,2.401,1.622,0.854,0.503,2.741,0.609
2.947,2.865,2.561,2.236,2.508,1.76,0.472,0.028,2.644,0.514
2.514,2.454,2.142,1.798,2.546,1.426,0.259,0.091,2.459,0.266
3.186,3.102,2.675,2.373,2.51,1.945,0.925,0.515,2.557,0.437
1.719,1.577,1.382,1.058,2.154,0.893,0.366,0.188,1.892,0.217
1.31,1.274,1.091,0.839,1.965,0.657,0.469,0.342,1.34,0.026
1.681,1.742,1.62,1.36,2.272,1.247,0.331,0.142,1.873,0.39
3.941,4.0,3.728,3.558,3.32,3.002,1.553,0.972,3.418,1.484
2.872,2.538,2.137,1.918,2.646,1.48,0.675,0.315,2.439,0.31
3.298,3.101,2.819,2.396,2.581,1.62,0.265,0.146,2.69,0.189
2.221,2.029,1.822,1.673,2.267,1.226,0.805,0.566,2.383,0.265
2.297,2.154,2.058,1.892,2.554,1.659,0.209,0.0,2.127,0.432
3.494,3.61,3.387,3.129,3.195,2.554,0.585,0.272,2.984,1.031
2.461,2.068,1.84,1.626,2.29,1.231,0.498,0.312,2.088,0.173
3.276,3.415,3.15,2.856,2.713,2.121,0.513,0.284,2.561,0.9
2.033,2.075,1.798,1.702,2.199,1.464,0.64,0.411,2.291,0.38
1.375,1.314,1.169,0.936,2.042,0.762,0.677,0.517,2.015,0.349
2.889,2.482,2.016,1.898,2.75,1.459,0.287,0.052,2.114,0.245
2.001,1.603,1.295,1.189,2.233,1.049,0.663,0.343,1.93,0.0
3.133,3.04,2.764,2.326,2.647,2.115,1.049,0.787,2.615,0.62
3.618,3.555,3.132,2.843,3.015,2.579,2.635,2.108,2.994,0.967
3.315,2.812,2.542,2.165,2.516,1.659,0.616,0.197,2.555,0.565
2.795,2.609,2.374,2.027,2.549,1.604,0.899,0.45,2.379,0.429
1.161,0.943,0.702,0.517,1.971,0.463,0.025,0.0,1.421,0.0
3.621,3.64,3.249,2.783,2.799,2.381,2.396,1.887,3.243,0.632
2.935,3.105,2.722,2.576,2.731,2.136,1.055,0.299,2.783,0.526
3.234,2.685,2.402,1.98,2.405,1.376,1.061,0.638,2.528,0.221
2.783,2.602,2.008,1.663,2.555,1.545,0.895,0.551,2.384,0.277
3.661,3.387,3.178,2.576,2.828,1.826,0.984,0.62,3.121,0.602
1.708,1.578,1.339,1.299,2.064,0.916,0.172,0.0,1.772,0.191
1.409,0.917,0.635,0.54,1.709,0.441,0.0,0.0,1.112,0.0
3.307,3.199,2.747,2.254,2.57,1.668,0.551,0.351,2.783,0.415
1.114,0.927,0.67,0.648,2.037,0.481,0.0,0.0,1.484,0.088
3.927,3.817,3.669,3.309,3.168,2.83,1.315,0.872,3.148,1.031
2.651,2.642,2.373,2.09,2.561,1.684,0.351,0.152,2.437,0.374
3.04,2.652,2.167,1.793,2.35,1.37,1.025,0.899,2.248,0.044
0.826,0.63,0.332,0.128,1.856,0.578,0.546,0.52,1.291,0.189
2.43,2.304,2.04,1.878,2.278,1.655,0.415,0.168,2.003,0.327
1.45,1.102,0.83,0.477,1.72,0.05,0.0,0.0,1.71,0.0
3.868,3.935,3.587,3.296,3.231,2.556,1.505,1.123,3.445,0.827
3.283,2.949,2.646,2.326,2.762,1.946,0.702,0.42,2.509,0.591
0.918,1.005,0.758,0.674,1.754,0.792,0.176,0.0,1.405,0.0
3.208,2.761,2.522,2.056,2.638,1.465,1.481,1.328,2.366,0.471
2.915,2.705,2.396,2.243,2.573,1.7,0.311,0.166,2.394,0.592
2.97,2.592,2.294,1.874,2.413,1.516,1.253,0.96,2.51,0.309
2.742,2.329,2.003,1.718,2.37,1.316,0.716,0.61,2.055,0.272
1.609,1.471,1.14,0.945,2.182,0.985,0.399,0.237,1.899,0.079
1.877,1.917,1.576,1.296,2.277,1.087,0.632,0.486,2.246,0.297
3.92,3.658,3.419,2.856,2.796,2.231,1.722,1.248,3.092,0.605
3.202,3.157,2.904,2.476,2.79,2.071,0.58,0.223,2.917,0.523
3.876,3.881,3.484,3.224,3.235,2.714,0.96,0.584,3.198,1.065
2.471,2.14,1.772,1.498,2.308,1.18,0.172,0.0,1.919,0.038
3.1,2.611,2.371,1.86,2.473,1.386,1.3,1.064,2.49,0.231
3.155,3.064,2.664,2.246,2.181,1.599,0.92,0.577,2.698,0.357
2.564,2.316,2.128,1.758,2.259,1.214,1.017,0.699,2.278,0.157
1.523,1.29,0.845,0.748,1.975,0.377,0.0,0.008,1.755,0.0
3.495,3.268,2.93,2.57,2.976,2.053,0.863,0.256,2.707,0.609
2.417,2.519,2.292,2.053,2.519,1.62,0.352,0.229,2.458,0.526
2.235,2.164,1.924,1.768,2.298,1.505,0.701,0.459,2.111,0.384
1.698,1.533,1.365,1.228,2.128,0.974,0.633,0.39,1.902,0.169
2.215,2.182,1.693,1.516,2.337,1.233,0.207,0.0,2.062,0.207
1.339,1.16,0.679,0.776,1.852,0.614,0.18,0.088,1.639,0.0
2.949,2.859,2.642,2.228,2.598,1.661,0.449,0.278,2.434,0.365
3.273,3.171,2.839,2.413,3.014,2.131,1.966,1.425,3.036,0.618
3.258,2.909,2.683,2.305,2.621,1.496,0.613,0.368,2.521,0.257
1.005,0.897,0.583,0.355,1.708,0.012,0.0,0.0,1.61,0.0
2.444,2.01,1.593,1.486,2.324,1.322,0.724,0.21,1.921,0.32
2.308,2.259,1.973,1.667,2.096,1.183,0.339,0.123,2.038,0.203
1.945,1.656,1.077,0.983,2.103,0.475,0.0,0.0,1.533,0.0
1.833,1.452,1.156,1.107,2.157,0.81,0.198,0.119,1.73,0.119
0.734,0.426,0.0,0.0,1.487,0.0,0.0,0.0,0.972,0.0
0.247,0.147,0.0,0.0,1.891,0.0,0.109,0.033,1.058,0.0
1.17,1.071,0.773,0.573,1.798,0.511,0.134,0.024,1.61,0.023
2.512,2.115,1.948,1.757,2.318,1.566,0.746,0.466,2.088,0.388
2.541,2.279,1.927,1.664,2.295,1.557,1.114,0.739,2.178,0.079
1.342,0.974,0.584,0.461,1.708,0.406,0.19,0.348,1.451,0.038
2.856,2.705,2.394,1.864,2.612,1.627,1.459,1.211,2.471,0.43
1.967,1.929,1.766,1.541,2.228,1.094,0.293,0.256,2.28,0.0
3.721,3.758,3.439,3.202,3.151,2.707,2.073,1.393,3.404,1.177
3.354,3.112,2.762,2.318,2.639,1.859,0.771,0.413,2.852,0.36
3.53,3.168,2.848,2.336,2.733,1.844,1.057,0.598,2.885,0.351
3.011,2.634,2.396,2.2,2.561,1.477,0.483,0.188,2.358,0.237
2.916,2.608,2.454,2.054,2.673,1.634,0.113,0.067,2.363,0.208
3.392,3.438,3.278,2.779,2.78,2.121,1.491,0.731,3.022,0.545
3.525,3.175,2.989,2.549,2.831,2.049,1.538,1.045,2.924,0.303
2.65,2.133,1.772,1.484,2.189,0.916,0.0,0.0,1.735,0.02
3.416,3.4,3.006,2.673,3.023,2.733,1.8,1.43,3.083,0.571
1.094,0.963,0.716,0.726,1.802,0.534,0.327,0.016,1.623,0.0
2.274,2.094,1.631,1.613,2.185,1.321,0.297,0.129,1.855,0.094
3.294,3.066,2.746,2.464,2.825,1.895,0.399,0.212,2.651,0.336
3.279,3.038,2.625,2.223,2.811,1.916,1.361,0.952,2.642,0.454
0.951,1.017,0.835,0.636,1.84,0.504,0.652,0.534,1.67,0.107
2.015,1.797,1.394,1.113,1.994,0.874,0.096,0.128,1.847,0.0
3.519,3.163,2.933,2.521,2.875,2.157,1.003,0.727,2.95,0.573
2.461,2.13,1.712,1.388,2.142,1.048,0.824,0.363,2.044,0.026
1.039,0.785,0.475,0.465,1.839,0.248,0.199,0.27,1.364,0.0
1.84,1.722,1.706,1.457,2.486,1.185,0.266,0.084,2.001,0.512
2.02,1.998,1.668,1.538,2.372,1.465,0.993,0.742,2.241,0.23
2.985,2.562,2.43,2.068,2.676,1.614,1.112,0.782,2.403,0.421
2.201,2.122,1.811,1.429,2.262,1.228,0.157,0.188,2.056,0.287
2.141,2.007,1.757,1.492,2.147,1.134,0.532,0.317,2.19,0.306
3.367,3.16,2.787,2.207,2.609,1.735,0.933,0.621,2.801,0.419
3.646,3.288,3.133,2.569,2.951,1.899,0.618,0.375,2.971,0.386
2.381,2.521,2.103,1.984,2.338,1.607,1.116,0.724,2.252,0.669
3.381,3.3,2.924,2.408,2.934,2.059,1.79,1.598,3.131,0.45
1.647,1.71,1.215,0.927,2.098,0.743,0.348,0.373,1.965,0.107
2.942,2.604,2.137,2.094,2.506,1.825,1.329,0.432,2.398,0.443
0.609,0.501,0.545,0.51,1.903,0.409,0.134,0.129,0.923,0.111
2.605,2.336,2.021,1.64,2.291,1.077,0.052,0.0,2.311,0.147
2.773,2.512,2.088,1.674,2.508,1.579,1.28,0.978,2.47,0.437
2.425,2.248,2.084,1.788,2.441,1.296,0.725,0.353,2.307,0.381
2.419,2.19,1.91,1.417,2.133,1.219,0.271,0.141,2.014,0.236
2.216,2.053,1.451,1.138,2.159,0.901,1.118,0.846,2.37,0.147
3.104,3.062,2.915,2.489,2.635,1.482,0.132,0.0,2.514,0.245
3.522,3.322,3.229,2.725,3.049,1.969,0.796,0.579,3.03,0.666
2.459,2.207,1.902,1.536,1.979,1.052,0.341,0.133,2.178,0.0
3.194,3.03,2.61,2.287,2.574,1.51,0.801,0.536,2.588,0.379
3.756,3.42,3.173,2.634,3.002,2.11,1.773,1.434,3.052,0.847
2.463,2.339,2.074,1.743,2.4,1.461,0.597,0.276,2.257,0.207
3.383,3.25,3.026,2.751,2.87,1.994,0.499,0.0,2.473,0.781
2.133,2.012,1.82,1.619,2.244,1.315,0.508,0.279,2.049,0.277
2.967,2.789,2.532,2.122,2.704,1.731,1.532,1.109,2.759,0.211
3.513,3.369,3.066,2.518,2.728,1.944,0.866,0.464,2.619,0.868
2.739,2.958,2.612,2.452,2.745,2.158,0.758,0.25,2.686,0.916
3.272,3.025,2.756,2.551,2.616,2.12,0.874,0.549,2.584,0.681
1.663,1.696,1.262,1.12,1.933,0.802,0.362,0.137,1.58,0.277
3.89,3.703,3.578,3.1,3.187,2.282,1.843,1.215,3.347,1.168
3.106,2.819,2.467,2.165,2.707,1.906,1.206,0.946,2.571,0.414
2.966,2.778,2.428,1.974,2.289,1.483,0.579,0.31,2.494,0.21
3.291,2.977,2.651,2.318,2.888,1.927,1.048,0.607,2.749,0.32
2.289,2.189,1.772,1.48,2.237,1.151,0.626,0.206,1.811,0.221
3.335,3.11,2.768,2.566,2.951,2.178,1.581,1.031,2.916,0.507
3.44,3.249,2.998,2.624,2.79,2.197,1.555,1.223,2.933,0.439
4.0,3.835,3.559,3.179,3.448,3.095,2.211,1.678,3.521,0.996
2.224,2.182,1.73,1.552,2.152,1.324,0.609,0.238,2.095,0.154
1.622,1.549,1.031,1.052,2.226,0.533,0.317,0.261,1.794,0.0
3.023,2.792,2.563,2.18,2.284,1.636,0.668,0.51,2.593,0.483
2.253,1.995,1.615,1.521,1.973,1.209,0.31,0.109,1.961,0.187
2.877,2.857,2.636,2.074,2.443,1.64,0.348,0.191,2.708,0.221
3.723,3.357,2.932,2.685,2.914,2.05,0.633,0.209,2.798,0.638
3.046,2.961,2.803,2.434,2.968,1.955,0.87,0.567,2.628,0.446
2.352,2.247,1.984,1.867,2.652,1.535,0.651,0.402,2.317,0.424
2.484,2.078,1.839,1.243,2.06,0.976,0.404,0.442,2.148,0.099
3.985,4.0,3.936,3.591,3.462,2.783,0.436,0.111,3.482,1.097
3.039,2.633,2.142,1.862,2.549,1.696,1.404,0.964,2.397,0.364
0.897,1.029,0.59,0.649,1.759,0.519,0.34,0.269,1.519,0.049
3.54,3.347,2.94,2.322,2.645,1.646,0.654,0.233,2.759,0.535
2.839,2.482,2.158,1.858,2.291,1.646,0.836,0.626,2.412,0.31
2.72,2.133,1.745,1.59,2.449,1.304,0.975,0.634,2.157,0.194
3.003,2.77,2.574,2.09,2.498,1.558,0.293,0.139,2.551,0.478
3.328,3.279,3.0,2.423,2.898,1.793,1.708,1.405,3.123,0.326
0.96,0.756,0.359,0.383,1.617,0.14,0.293,0.165,1.494,0.0
3.157,2.852,2.604,2.031,2.592,1.425,0.0,0.0,2.46,0.356
3.115,2.725,2.384,2.002,2.589,1.776,1.381,0.956,2.517,0.512
3.236,2.801,2.458,2.075,2.628,1.287,0.504,0.391,2.519,0.178
2.886,2.517,2.233,1.86,2.554,1.61,1.096,0.715,2.37,0.588
1.871,1.737,1.456,1.13,2.195,0.868,0.188,0.023,1.952,0.0
2.077,1.727,1.387,1.248,2.213,1.12,0.666,0.465,1.853,0.275
2.741,2.807,2.298,2.1,2.553,1.738,0.546,0.26,2.519,0.622
2.787,2.641,2.388,2.139,2.716,1.59,0.45,0.161,2.53,0.41
3.376,3.023,2.692,2.221,2.5,1.433,1.226,1.036,2.793,0.468
3.253,3.019,2.727,2.437,2.38,1.869,0.636,0.0,2.518,0.465
2.366,2.128,1.782,1.446,2.377,1.044,0.341,0.229,1.989,0.227
2.203,1.968,1.541,1.354,2.001,0.975,0.263,0.0,1.793,0.0
2.142,2.01,1.615,1.532,2.127,1.25,0.381,0.335,1.959,0.527
1.791,1.492,1.004,0.888,2.215,0.72,0.009,0.0,1.636,0.001
1.145,0.933,0.66,0.461,2.025,0.432,0.031,0.072,1.216,0.056
0.802,0.85,0.788,0.837,2.017,0.701,0.382,0.11,1.581,0.09
3.261,3.229,3.057,2.645,2.921,2.106,1.263,0.908,2.839,0.61
2.924,2.568,2.376,2.207,2.498,1.648,0.813,0.474,2.26,0.194
2.989,2.768,2.517,2.206,2.343,1.656,0.499,0.213,2.475,0.439
3.644,3.43,3.053,2.679,2.752,1.769,1.034,0.742,3.054,0.433
3.279,3.063,2.737,2.119,2.437,1.449,0.819,0.427,2.883,0.38
3.36,3.238,2.909,2.589,2.818,2.138,0.62,0.382,2.933,0.501
3.304,3.172,2.752,2.296,2.804,1.924,1.87,1.476,2.891,0.517
1.825,1.673,1.313,1.091,2.066,0.645,0.0,0.0,1.911,0.0
2.728,2.798,2.45,2.324,2.41,1.902,1.038,0.778,2.776,0.644
2.726,2.687,2.45,2.146,2.327,1.42,0.441,0.053,2.438,0.398
1.959,1.857,1.442,1.268,2.261,0.87,0.647,0.559,1.779,0.196
3.187,2.923,2.612,2.184,2.77,1.854,0.907,0.521,2.77,0.385
3.303,3.018,2.838,2.355,2.949,1.833,0.576,0.284,2.866,0.369
1.27,1.421,0.944,0.85,1.971,0.711,0.301,0.263,1.758,0.131
2.791,2.465,2.102,1.721,2.383,1.414,1.345,1.05,2.499,0.337
3.795,3.769,3.573,3.113,3.1,2.544,1.414,1.177,3.236,0.668
2.879,2.972,2.718,2.346,2.698,1.728,0.25,0.155,2.579,0.501
2.181,1.694,1.276,1.091,2.118,0.894,0.355,0.098,1.574,0.196
2.093,2.014,1.773,1.492,2.248,1.306,0.469,0.412,2.144,0.424
3.77,3.463,3.248,2.73,2.718,1.941,0.583,0.273,2.97,0.591
2.327,2.054,1.703,1.564,2.5,1.212,0.158,0.092,2.068,0.108
3.717,3.685,3.32,2.979,3.156,2.702,2.645,2.088,3.143,0.983
1.612,1.62,1.212,1.056,1.85,0.742,0.083,0.098,1.659,0.0
3.533,3.462,3.44,2.895,3.047,2.227,1.187,0.718,3.121,0.85
3.342,3.338,3.124,2.777,2.931,1.895,0.499,0.255,2.887,0.547
1.292,1.356,1.022,0.976,2.014,0.681,0.014,0.023,1.779,0.208
3.174,3.046,2.726,2.275,2.453,1.684,0.396,0.17,2.53,0.304
2.548,2.203,2.034,1.565,2.187,1.114,0.483,0.399,2.201,0.227
3.209,2.954,2.762,2.266,2.736,2.09,2.04,1.633,2.785,0.502
2.206,2.269,2.001,1.592,2.282,1.264,0.185,0.091,2.356,0.143
2.752,2.53,2.184,1.825,2.638,1.419,0.74,0.483,2.604,0.383
3.266,2.929,2.713,2.327,2.748,2.102,1.815,1.409,2.782,0.823
1.028,0.884,0.709,0.546,2.085,0.494,0.03,0.0,1.505,0.013
2.823,2.472,1.958,1.692,2.418,1.609,1.333,1.059,2.322,0.332
2.938,2.865,2.505,2.223,2.392,1.511,0.826,0.588,2.438,0.682
1.637,1.579,1.053,0.981,1.971,0.825,0.391,0.304,1.727,0.075
1.282,1.161,1.115,1.032,2.033,0.508,0.228,0.207,1.699,0.07
3.524,3.343,3.096,2.91,2.995,2.535,1.754,1.212,2.795,0.791
3.716,3.502,3.085,2.76,3.068,2.393,1.763,1.256,3.211,0.451
2.843,2.741,2.69,2.445,2.482,1.748,0.23,0.042,2.482,0.577
2.769,2.547,2.344,2.182,2.577,1.749,0.626,0.354,2.396,0.481
1.413,1.387,1.188,1.032,1.833,0.851,0.054,0.104,1.671,0.095
3.355,3.145,2.814,2.477,2.703,1.901,1.458,0.638,2.779,0.639
3.922,3.815,3.633,3.088,3.253,2.736,2.269,1.679,3.482,0.718
1.342,1.081,0.907,0.755,2.006,0.426,0.0,0.0,1.296,0.031
3.11,2.87,2.584,2.351,2.707,1.899,0.644,0.368,2.513,0.934
2.199,2.012,1.867,1.554,2.257,1.146,0.418,0.191,1.907,0.215
3.551,3.195,2.961,2.38,2.591,1.341,0.484,0.299,2.76,0.287
3.138,2.938,2.334,1.903,2.552,1.342,0.087,0.002,2.514,0.069
2.671,2.184,1.896,1.605,2.351,1.196,1.173,0.937,2.14,0.36
2.597,2.391,1.85,1.505,2.432,1.134,0.547,0.412,2.108,0.253
1.813,1.804,1.441,1.359,1.881,0.962,0.464,0.33,2.026,0.0
3.215,2.824,2.493,2.142,2.684,1.645,1.107,0.567,2.785,0.38
1.93,1.544,1.22,1.09,2.134,1.049,0.576,0.232,1.686,0.3
1.524,1.273,0.883,0.67,2.04,0.658,0.608,0.415,1.379,0.0
1.375,1.176,0.953,0.815,2.024,0.705,0.664,0.575,1.519,0.016
2.555,2.223,1.929,1.677,2.399,1.412,1.26,1.003,2.287,0.358
2.256,2.223,2.032,1.848,2.386,1.178,0.4,0.183,2.414,0.676
2.799,2.645,2.373,2.017,2.288,1.438,0.93,0.427,2.342,0.299
1.597,1.143,0.915,0.734,1.843,0.367,0.0,0.0,1.451,0.0
2.861,2.632,2.522,2.096,2.565,1.661,0.799,0.55,2.691,0.478
3.55,2.958,2.639,2.263,2.691,1.779,0.861,0.597,2.635,0.472
2.902,2.603,2.332,2.021,2.485,1.949,1.581,1.472,2.274,0.403
2.845,2.832,2.495,2.037,2.509,1.584,0.512,0.532,2.62,0.368
0.536,0.487,0.234,0.249,1.552,0.224,0.0,0.0,1.087,0.0
0.824,0.716,0.449,0.503,1.708,0.355,0.0,0.0,1.173,0.0
1.579,1.364,0.857,0.624,1.811,0.731,0.81,0.625,1.783,0.0
3.482,3.236,2.982,2.504,2.576,1.661,0.974,0.463,2.85,0.66
3.001,2.942,2.675,2.265,2.549,1.535,0.521,0.242,2.651,0.555
1.334,1.068,0.835,0.972,2.036,0.589,0.302,0.277,1.552,0.153
3.319,3.051,2.595,2.346,2.691,2.058,1.669,1.328,2.643,0.422
3.07,2.627,2.255,1.785,2.457,1.476,1.531,0.999,2.646,0.335
2.817,2.972,2.699,2.393,2.321,1.455,0.575,0.163,2.396,0.368
0.987,0.95,0.746,0.7,1.79,0.598,0.471,0.239,1.598,0.0
2.843,2.653,2.703,2.299,2.414,1.408,0.516,0.388,2.457,0.274
2.8,2.841,2.51,2.014,2.589,1.726,2.209,1.949,2.975,0.564
2.886,2.682,2.283,2.002,2.396,1.403,1.609,1.074,2.426,0.346
1.222,1.032,0.603,0.532,1.829,0.535,0.12,0.0,1.439,0.023
3.077,2.443,2.014,1.646,2.512,1.363,1.2,0.67,2.487,0.163
3.114,2.852,2.794,2.404,2.897,1.862,1.005,0.641,2.64,0.716
1.968,1.838,1.455,1.277,2.286,1.079,0.471,0.267,1.745,0.37
2.715,2.653,2.308,2.1,2.593,1.655,1.21,0.798,2.669,0.671
2.762,2.673,2.239,1.763,2.063,1.099,0.352,0.09,2.28,0.106
1.754,1.766,1.33,1.126,1.915,0.654,0.086,0.0,1.661,0.0
3.091,2.878,2.483,2.202,2.667,1.548,0.563,0.366,2.577,0.465
3.348,3.079,2.847,2.554,2.901,2.131,0.826,0.565,2.902,0.559
3.416,3.168,2.991,2.415,3.058,1.971,1.122,0.908,2.959,0.523
3.408,3.351,2.974,2.726,2.708,2.235,1.016,0.65,2.966,0.685
2.436,1.977,1.718,1.499,2.478,1.381,0.742,0.482,1.865,0.117
2.938,2.686,2.409,2.051,2.362,1.575,0.693,0.356,2.487,0.247
3.356,2.809,2.52,2.087,2.381,1.643,1.413,1.218,2.446,0.311
3.246,3.116,2.795,2.618,2.763,1.701,0.9,0.29,2.782,0.397
3.477,3.292,3.007,2.635,2.904,2.109,1.118,0.602,2.945,0.803
1.611,1.515,1.084,0.942,1.901,0.629,0.0,0.0,1.596,0.0
1.493,1.191,0.982,0.87,1.899,0.683,0.227,0.117,1.783,0.086
3.224,2.947,2.625,2.206,2.507,1.637,1.259,0.706,2.841,0.438
1.808,1.792,1.545,1.663,2.227,1.34,0.626,0.397,1.692,0.426
2.973,2.738,2.492,1.825,2.472,1.555,1.498,1.228,2.72,0.418
3.725,3.638,3.403,2.694,2.636,1.898,0.678,0.317,2.87,0.604
3.429,3.029,2.629,2.21,2.655,1.615,0.714,0.613,2.723,0.594
3.144,3.018,2.658,2.172,2.429,1.816,1.065,0.858,2.737,0.5
2.071,2.111,1.822,1.721,2.143,1.29,0.362,0.188,1.998,0.406
3.534,3.035,2.868,2.542,2.769,2.104,1.25,0.89,2.69,0.616
2.775,2.448,2.253,2.065,2.629,1.796,0.328,0.165,2.409,0.48
2.69,2.382,2.056,1.898,2.375,1.349,0.652,0.406,2.168,0.156
2.363,2.258,1.877,1.6,2.241,1.3,0.505,0.39,2.159,0.171
3.58,3.532,3.3,2.829,3.066,2.144,1.02,0.446,3.083,0.464
2.608,2.659,2.373,2.25,2.701,1.872,0.231,0.066,2.314,0.571
3.034,2.817,2.631,2.28,2.772,1.947,1.494,1.296,2.72,0.51
1.725,1.744,1.442,1.223,2.007,1.034,0.389,0.354,1.711,0.065
2.51,2.155,1.752,1.432,2.238,1.467,0.562,0.412,1.938,0.31
1.936,1.656,1.536,1.252,2.246,0.796,0.282,0.277,1.812,0.223
1.598,1.179,0.758,0.535,1.949,0.533,0.377,0.322,1.323,0.0
0.766,0.56,0.221,0.329,1.867,0.298,0.0,0.0,1.219,0.0
3.464,3.432,3.134,2.642,3.07,2.172,1.694,1.391,3.267,0.632
2.592,2.408,2.161,1.86,2.562,1.814,1.55,1.305,2.361,0.355
3.032,2.948,2.433,1.961,2.622,1.524,1.355,1.112,2.618,0.359
1.832,1.783,1.505,1.236,1.826,0.82,0.0,0.0,1.967,0.118
1.923,1.792,1.347,1.24,2.165,1.046,0.303,0.219,1.948,0.329
1.589,1.337,0.953,0.786,2.126,0.316,0.0,0.0,1.567,0.0
1.637,1.549,0.946,0.802,1.848,0.928,0.413,0.31,1.947,0.046
1.335,1.217,0.961,0.967,1.872,0.744,0.0,0.024,1.365,0.0
