sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
3.331,3.345,3.004,2.682,2.671,1.931,1.209,0.782,3.207,0.449
2.358,2.459,2.502,1.843,2.323,1.552,0.536,0.128,2.207,0.306
2.763,3.191,2.917,2.494,2.742,1.615,1.461,0.463,2.516,0.927
2.961,2.824,2.32,1.808,2.518,1.215,0.687,0.389,2.493,0.261
0.77,0.74,0.671,0.496,1.864,0.389,0.21,0.147,1.637,0.0
0.954,1.0,0.865,0.83,1.914,0.845,0.311,0.13,1.889,0.021
3.218,3.07,3.087,2.653,2.73,2.061,0.568,0.227,2.825,0.683
2.395,2.568,2.463,1.997,2.369,1.497,0.548,0.161,2.496,0.198
2.518,2.384,1.855,1.445,2.272,1.466,1.083,0.747,2.429,0.411
1.034,0.696,0.625,0.458,1.914,0.37,0.143,0.143,1.187,0.018
2.58,2.574,2.426,1.981,2.339,1.085,0.439,0.102,2.329,0.253
2.613,2.143,1.821,1.17,2.268,1.01,0.259,0.132,1.672,0.0
1.009,0.787,0.621,0.809,1.884,0.697,0.248,0.081,1.691,0.173
2.96,2.925,2.618,2.259,2.69,1.673,1.083,0.833,2.662,0.357
2.681,2.309,2.378,2.05,2.333,1.326,0.336,0.098,2.156,0.216
2.198,1.774,1.834,1.56,2.134,0.83,0.182,0.072,1.898,0.076
2.394,2.228,1.609,1.393,2.283,1.554,0.274,0.144,2.202,0.135
3.236,3.288,2.737,2.355,2.671,1.701,1.547,1.284,2.885,0.231
3.71,3.482,3.223,2.722,3.02,2.072,2.235,2.166,3.242,0.432
3.106,2.653,2.462,1.909,2.62,1.934,0.952,0.72,2.359,0.437
2.346,2.152,1.563,1.061,2.123,1.08,0.135,0.103,1.902,0.108
2.005,1.47,1.289,1.226,2.066,0.813,0.223,0.212,1.338,0.0
3.776,3.45,3.141,2.807,3.002,2.245,3.205,3.045,3.177,0.704
2.97,2.539,2.22,2.149,2.525,1.557,0.538,0.305,2.493,0.271
2.665,2.405,1.542,1.52,2.371,1.316,0.349,0.191,2.255,0.202
2.16,1.631,0.959,0.976,2.112,0.79,0.559,0.619,1.849,0.024
3.09,2.676,2.73,1.875,2.517,1.773,0.324,0.26,2.557,0.4
2.1,1.696,1.364,1.258,2.03,0.937,0.492,0.061,1.926,0.117
3.541,3.168,3.196,2.703,2.883,1.787,0.929,0.466,2.955,0.474
2.326,2.003,1.648,1.567,1.978,0.848,0.316,0.261,2.0,0.111
2.887,3.059,2.766,2.2,2.597,1.555,0.495,0.101,2.55,0.372
2.788,2.609,2.448,2.012,2.419,1.496,0.632,0.523,2.618,0.286
0.889,1.132,0.645,0.45,1.859,0.351,0.331,0.214,1.465,0.052
2.003,1.767,1.48,1.278,2.003,0.892,0.569,0.458,1.753,0.256
3.224,2.789,2.517,2.33,2.601,1.663,0.603,0.428,2.751,0.628
2.891,2.948,2.562,1.874,2.807,1.643,1.997,1.461,2.66,0.417
2.729,2.524,2.172,2.083,2.617,1.75,0.754,0.147,2.606,0.281
1.974,2.152,1.828,1.603,2.201,0.874,0.074,0.028,1.926,0.0
1.881,1.802,1.624,1.438,2.138,1.073,0.669,0.463,1.952,0.154
2.802,2.434,2.379,2.031,2.456,2.053,0.897,0.176,2.498,0.387
2.996,2.75,2.336,1.901,2.639,1.576,0.665,0.377,2.393,0.431
3.542,3.163,2.594,2.91,2.811,2.34,1.541,0.811,2.95,0.268
2.732,2.495,2.239,1.645,2.318,1.148,0.792,0.651,2.421,0.202
2.887,2.913,2.928,2.703,2.572,1.753,0.756,0.277,2.645,0.188
1.94,1.719,1.057,1.54,2.11,0.649,0.279,0.145,1.75,0.12
3.206,2.787,2.597,2.002,2.601,1.31,0.778,0.454,2.588,0.364
3.069,3.026,2.839,2.289,2.63,1.689,0.196,0.112,2.494,0.445
0.73,0.988,0.832,0.856,1.915,0.663,0.405,0.293,1.603,0.071
2.543,2.095,1.574,1.409,2.253,1.446,0.7,0.256,2.071,0.318
2.881,2.491,2.53,1.913,2.426,1.595,0.533,0.328,2.529,0.362
3.846,3.739,3.382,2.988,2.74,2.569,0.777,0.585,2.808,0.966
1.449,1.667,1.383,1.218,1.832,0.972,0.202,0.212,1.665,0.05
2.892,2.634,2.455,1.986,2.564,1.468,0.38,0.231,2.288,0.231
3.804,3.831,3.589,3.338,2.764,2.496,1.884,1.149,3.202,0.711
2.68,2.536,2.152,1.617,2.511,1.117,0.527,0.368,1.908,0.298
2.672,2.033,2.163,1.974,2.473,1.233,0.845,0.495,2.384,0.158
3.098,2.99,2.748,2.176,2.591,1.682,0.403,0.253,2.724,0.68
1.031,1.204,0.745,0.938,1.786,0.713,0.285,0.108,1.895,0.0
0.608,0.528,0.4,0.459,1.666,0.334,0.164,0.092,1.195,0.016
3.049,2.815,2.677,2.237,2.472,1.498,0.536,0.27,2.562,0.639
2.801,2.625,3.015,2.374,2.532,1.588,0.593,0.392,2.322,0.388
2.942,2.706,2.795,2.215,2.493,2.213,0.365,0.437,2.571,0.68
2.742,2.946,2.392,2.106,2.483,2.062,1.08,0.582,2.478,0.306
1.526,1.441,1.225,1.037,2.189,0.985,0.274,0.512,1.964,0.172
1.135,1.536,0.819,0.775,1.948,0.808,0.404,0.223,1.288,0.076
2.034,1.619,1.218,1.363,2.064,1.114,0.215,0.067,2.003,0.254
3.598,3.658,3.13,3.349,2.984,2.887,1.109,0.532,3.041,1.254
2.805,2.288,2.091,1.634,2.515,1.372,0.607,0.277,2.072,0.281
3.29,2.737,2.743,2.392,2.624,1.403,0.817,0.592,2.296,0.277
2.165,1.617,1.532,1.321,2.13,1.153,0.598,0.407,2.124,0.076
2.375,2.572,1.996,1.66,2.537,1.475,0.388,0.278,2.059,0.366
3.463,3.381,3.11,3.134,3.002,2.157,0.373,0.259,2.871,0.992
2.411,1.853,1.694,1.696,2.152,1.248,0.65,0.29,1.958,0.07
3.35,3.157,3.107,2.962,2.898,2.179,0.82,0.192,2.81,1.115
2.051,1.764,1.246,1.535,1.999,1.038,0.4,0.242,2.191,0.205
0.348,0.513,0.563,0.476,1.868,0.433,0.294,0.414,1.763,0.232
2.499,2.324,1.637,1.612,2.561,1.156,0.523,0.325,1.857,0.165
2.3,1.607,1.72,1.5,2.222,1.207,0.692,0.249,1.953,0.084
3.452,3.179,2.724,2.447,2.535,1.89,1.279,0.69,2.622,0.976
3.542,3.806,3.308,2.969,3.249,2.889,3.746,3.175,3.412,0.844
3.172,3.072,2.688,2.127,2.396,1.763,0.864,0.294,2.734,0.544
2.898,2.366,2.321,2.051,2.548,2.105,0.604,0.426,2.366,0.411
1.784,1.598,1.249,1.045,1.97,1.013,0.167,0.205,1.985,0.0
3.728,3.522,3.216,2.84,3.111,2.276,2.466,1.888,3.269,0.595
3.103,2.873,2.574,2.217,2.472,1.371,0.786,0.142,2.434,0.278
2.859,2.373,2.633,1.887,2.515,1.301,0.776,0.425,2.671,0.216
2.95,2.733,2.34,1.855,2.635,1.766,0.854,0.395,2.567,0.325
3.484,2.854,2.67,2.499,2.67,1.686,1.121,0.634,2.823,0.651
1.916,1.409,1.213,1.146,2.107,0.558,0.461,0.234,1.644,0.24
1.744,1.396,0.98,1.059,1.993,0.811,0.171,0.135,1.144,0.08
3.188,2.638,2.393,2.337,2.558,1.74,0.577,0.132,2.57,0.275
1.048,0.733,0.578,0.411,1.934,0.466,0.161,0.082,1.582,0.003
3.637,3.381,3.105,2.602,2.792,2.336,1.409,0.672,2.949,1.104
3.038,2.936,2.82,2.379,2.989,1.943,0.671,0.481,2.705,0.397
2.83,2.487,2.306,2.027,2.261,1.353,1.161,1.503,2.438,0.329
0.604,0.732,0.635,0.295,1.759,0.473,0.389,0.171,1.177,0.027
2.265,2.143,2.049,1.711,2.111,1.071,0.336,0.168,2.006,0.274
1.382,1.507,1.526,0.722,1.923,0.393,0.262,0.074,1.746,0.0
3.649,3.572,3.203,2.8,2.949,2.687,0.985,0.607,3.302,0.537
3.337,2.918,2.807,2.359,2.811,1.974,0.801,0.344,2.987,0.588
1.209,1.51,0.981,0.565,1.914,0.941,0.123,0.168,1.857,0.062
3.467,2.818,2.419,2.262,2.63,1.938,0.935,1.01,2.706,0.293
2.513,2.288,2.184,2.122,2.479,1.38,0.531,0.401,2.281,0.552
3.149,2.929,2.846,2.321,2.478,1.786,1.12,0.805,2.67,0.343
2.632,2.363,1.916,1.757,2.193,1.252,0.56,0.327,1.745,0.241
1.471,1.416,1.448,1.129,2.082,0.938,0.601,0.452,1.803,0.171
1.814,1.643,2.008,1.275,2.311,1.208,0.43,0.194,1.761,0.368
3.302,3.5,3.039,2.877,2.704,2.427,2.013,1.989,2.764,0.687
2.949,2.95,2.302,1.987,2.734,1.373,0.616,0.399,2.35,0.528
3.452,3.231,3.095,2.626,3.109,2.183,1.246,0.626,2.662,0.926
2.252,2.147,1.642,1.56,2.423,1.231,0.168,0.211,2.091,0.052
3.077,2.497,2.306,1.786,2.452,1.247,1.225,0.826,2.34,0.243
3.013,2.867,2.559,1.826,1.946,1.239,0.828,0.292,2.472,0.346
2.436,1.682,2.05,1.49,2.248,1.245,0.517,0.371,2.126,0.127
1.637,0.998,1.0,0.949,2.141,0.529,0.255,0.172,1.763,0.0
3.25,3.049,2.612,2.57,2.87,1.921,0.623,0.447,2.584,0.52
2.721,2.7,2.423,2.307,2.357,1.77,0.726,0.414,2.51,0.328
1.926,1.873,1.516,1.403,2.376,0.943,0.681,0.362,1.92,0.392
2.034,1.805,1.032,1.029,1.945,0.591,0.464,0.149,1.842,0.029
2.306,2.106,1.563,1.426,2.205,1.309,0.45,0.159,2.163,0.138
1.662,1.593,0.864,1.125,1.929,0.664,0.319,0.218,1.487,0.104
3.232,2.886,2.569,2.294,2.577,1.66,0.26,0.223,2.464,0.192
3.41,3.676,3.041,2.583,3.063,2.65,2.975,1.671,3.187,0.769
3.089,2.586,2.327,1.939,2.365,1.306,0.565,0.188,2.409,0.152
1.395,1.137,0.333,0.523,1.937,0.134,0.295,0.221,1.675,0.0
2.761,1.862,1.08,1.708,2.183,1.274,0.625,0.502,1.833,0.141
2.447,2.062,1.696,1.381,2.221,1.076,0.397,0.257,2.28,0.114
1.838,1.758,1.455,1.008,1.98,0.793,0.2,0.094,1.699,0.147
1.708,1.198,1.329,1.045,2.076,0.872,0.275,0.268,1.743,0.159
0.705,0.618,0.403,0.443,1.819,0.2,0.165,0.087,1.286,0.0
0.114,0.315,0.201,0.061,1.862,0.133,0.101,0.0,0.929,0.0
1.348,1.046,1.011,0.859,1.75,0.941,0.412,0.004,1.662,0.033
2.372,1.956,1.426,1.608,2.267,1.059,0.427,0.151,2.313,0.314
2.691,2.671,2.458,1.838,2.386,1.449,0.875,0.453,2.268,0.152
1.241,0.941,0.695,0.261,1.466,0.696,0.171,0.346,1.441,0.0
2.949,2.487,1.993,1.954,2.415,1.328,1.179,1.244,2.479,0.403
1.857,1.977,1.849,1.45,2.087,0.877,0.111,0.1,2.348,0.147
3.554,3.47,3.26,2.941,2.982,2.844,1.641,1.329,3.023,1.085
3.406,3.093,2.756,2.421,2.761,1.627,0.87,0.665,2.815,0.351
3.658,3.109,2.749,2.489,2.715,1.864,1.018,0.512,2.56,0.466
2.891,2.446,2.482,2.207,2.392,1.433,0.779,0.41,2.432,0.134
2.77,2.515,2.352,1.899,2.505,1.857,0.408,0.249,2.545,0.133
3.131,2.962,2.37,2.4,2.414,1.819,1.608,0.353,2.544,0.404
3.214,2.606,2.917,2.032,2.667,2.048,1.212,0.908,2.867,0.3
2.743,2.03,1.77,1.456,2.49,1.109,0.19,0.146,1.873,0.222
3.561,3.251,3.158,2.783,3.144,2.825,2.194,1.211,3.219,0.587
1.303,1.075,1.201,0.991,2.026,0.853,0.248,0.19,1.358,0.018
2.805,1.963,1.894,1.437,2.44,1.249,0.388,0.393,2.234,0.205
3.374,2.515,2.696,2.289,2.994,1.715,0.548,0.407,2.966,0.269
3.139,3.064,2.803,2.472,2.842,2.212,1.577,1.078,2.693,0.603
1.437,1.494,1.678,0.88,1.799,0.78,0.41,0.168,1.715,0.111
1.998,1.755,1.621,1.244,2.044,1.069,0.329,0.157,1.927,0.026
3.071,3.177,2.83,2.395,2.763,2.251,1.056,0.341,2.785,0.271
2.608,2.1,1.657,1.59,2.374,0.839,0.588,0.194,2.407,0.243
1.073,0.95,0.414,0.654,1.899,0.521,0.126,0.06,1.481,0.055
2.521,2.489,2.073,1.897,2.556,1.473,0.574,0.309,2.102,0.376
2.242,2.079,1.802,1.424,2.135,1.352,0.926,0.552,2.339,0.429
2.808,2.224,2.152,1.654,2.331,1.118,0.704,0.594,2.109,0.266
1.887,1.992,1.317,1.226,2.345,1.083,0.212,0.103,2.191,0.101
2.211,1.668,1.398,1.427,2.012,0.882,0.415,0.102,1.799,0.347
2.918,2.905,2.485,1.983,2.724,1.515,0.813,0.569,2.812,0.598
3.411,3.261,2.97,2.285,3.001,1.617,0.532,0.359,2.831,0.349
2.394,2.655,2.238,2.132,2.362,1.246,0.827,0.246,2.169,0.289
3.311,3.015,2.96,2.62,2.915,2.151,1.447,0.83,3.243,0.215
1.848,1.481,1.163,0.935,2.288,0.936,0.446,0.254,1.908,0.015
3.072,2.885,2.23,1.954,2.548,1.989,1.354,0.461,2.651,0.268
1.073,0.793,0.574,0.739,1.974,0.658,0.583,0.205,1.138,0.097
2.446,2.4,1.984,1.355,2.21,1.403,0.288,0.183,2.151,0.056
2.858,2.673,2.124,1.95,2.469,1.511,0.726,0.409,2.219,0.31
2.547,2.706,2.196,2.033,2.439,1.697,0.828,0.385,2.483,0.19
2.686,2.445,2.496,1.559,2.125,1.229,0.532,0.21,2.071,0.136
2.104,1.987,1.767,1.191,2.225,0.919,0.953,1.054,2.358,0.344
3.093,2.823,2.737,2.423,2.663,1.771,0.415,0.092,2.648,0.19
3.565,3.522,3.447,2.94,3.316,2.453,0.841,0.529,3.171,0.618
2.286,2.346,1.887,1.818,2.157,1.109,0.263,0.209,2.371,0.086
3.071,2.777,2.54,2.173,2.506,1.592,0.628,0.391,2.454,0.537
3.809,3.171,3.061,2.611,3.046,1.898,1.35,1.332,3.166,0.703
2.853,2.901,2.513,2.26,2.396,2.037,0.985,0.233,2.343,0.315
3.268,3.207,2.908,2.625,2.929,1.852,0.451,0.026,2.644,0.714
2.533,2.589,2.079,1.943,2.227,1.196,0.696,0.4,2.567,0.214
3.125,3.326,2.774,2.152,2.832,1.718,1.881,1.304,2.919,0.438
3.203,3.082,2.933,2.144,2.366,1.678,0.638,0.479,2.751,0.475
2.578,3.104,2.467,2.188,2.682,1.762,0.706,0.125,2.405,0.664
3.491,2.955,3.192,2.853,2.665,2.11,0.841,0.538,2.527,0.749
1.962,1.915,1.495,1.817,2.085,1.158,0.638,0.385,2.161,0.266
3.652,3.421,3.271,2.753,2.948,1.765,1.399,0.853,2.98,1.084
2.823,3.03,2.224,1.992,2.662,1.592,1.293,1.306,2.627,0.349
2.506,2.635,2.466,1.926,2.282,1.327,0.491,0.221,2.549,0.398
3.031,3.15,2.821,2.399,2.782,1.883,0.939,0.79,2.653,0.167
2.029,1.991,1.48,1.122,2.052,0.798,0.266,0.056,1.85,0.171
3.328,2.992,2.364,2.307,2.796,2.258,1.155,0.67,2.88,0.381
3.235,3.001,2.567,2.067,2.535,2.173,1.52,1.245,2.784,0.329
3.851,3.467,3.174,2.989,3.62,3.157,2.107,1.803,3.143,0.982
2.405,2.144,2.1,1.573,2.505,1.377,0.552,0.28,2.337,0.051
1.244,1.196,0.639,0.376,2.068,0.64,0.137,0.279,1.542,0.044
3.161,2.736,2.332,2.322,2.403,1.866,0.582,0.261,2.855,0.336
2.058,1.882,2.118,1.641,2.079,0.909,0.317,0.142,2.175,0.27
2.877,2.797,2.63,2.221,2.447,1.547,0.533,0.291,2.574,0.291
3.517,2.917,2.653,2.187,2.952,1.957,0.668,0.239,2.504,0.564
2.94,3.064,2.706,2.559,2.95,1.752,0.343,0.278,2.617,0.532
2.709,2.333,1.85,2.062,2.583,1.443,0.546,0.211,2.245,0.357
2.607,2.656,2.194,1.397,2.287,1.176,0.809,0.639,2.095,0.171
3.249,3.46,2.915,3.112,3.207,2.612,0.611,0.478,2.884,0.887
3.383,2.658,2.188,2.395,2.697,1.748,1.508,1.176,2.341,0.622
0.747,1.121,0.68,0.502,1.931,0.6,0.097,0.145,1.666,0.026
3.015,2.917,2.512,2.187,2.566,1.853,0.504,0.271,2.512,0.506
2.789,2.799,2.42,1.907,2.426,1.395,0.597,0.203,2.425,0.449
3.028,2.659,2.026,2.304,2.875,1.568,0.917,0.477,2.215,0.108
3.165,2.893,2.62,2.268,2.499,1.519,0.655,0.403,2.563,0.536
3.122,3.22,3.079,2.296,2.676,1.539,1.274,1.017,3.013,0.34
0.764,0.854,0.216,0.371,1.844,0.326,0.15,0.218,1.665,0.036
3.001,2.841,2.375,1.958,2.595,1.416,0.436,0.125,2.631,0.416
3.536,3.094,2.677,2.354,2.962,2.145,1.146,0.724,2.812,0.632
3.208,3.161,2.402,1.979,2.465,1.727,0.559,0.34,2.856,0.271
3.117,2.785,2.671,2.032,2.708,1.821,1.045,0.548,2.645,0.556
1.854,1.463,1.326,0.944,2.093,0.671,0.342,0.279,1.732,0.145
2.682,2.469,2.105,1.981,2.357,1.548,0.888,0.454,2.537,0.451
3.138,2.919,2.627,2.478,2.748,2.192,0.827,0.142,2.602,0.679
2.831,2.56,2.429,2.302,2.49,1.495,0.346,0.292,2.391,0.393
3.345,2.934,2.732,2.343,2.499,1.749,1.167,0.824,2.733,0.445
3.278,2.727,2.753,2.58,2.611,1.855,0.958,0.435,2.613,0.203
2.612,2.608,2.185,1.611,2.42,1.031,0.246,0.127,2.372,0.087
2.202,1.567,1.64,1.607,2.024,1.113,0.364,0.135,1.671,0.0
1.708,2.126,1.398,1.155,1.996,1.21,0.283,0.283,1.982,0.025
1.739,1.385,0.664,1.125,2.077,0.869,0.262,0.25,1.578,0.091
0.909,0.941,0.654,0.649,2.012,0.36,0.192,0.11,1.013,0.0
1.136,0.944,0.813,1.102,1.934,0.418,0.198,0.143,1.406,0.091
2.957,3.064,2.849,2.531,2.636,2.173,0.779,1.041,2.844,0.63
2.88,2.231,2.248,2.088,2.613,1.5,1.158,0.657,2.176,0.275
3.046,2.88,2.671,2.207,2.297,1.352,0.391,0.078,2.205,0.21
3.333,3.182,3.122,2.225,2.71,1.82,0.482,0.404,2.856,0.357
2.581,2.467,2.109,1.71,2.257,1.275,0.911,0.274,2.565,0.276
3.212,3.208,3.01,2.701,2.736,2.133,0.618,0.376,2.876,0.44
3.163,3.144,2.82,2.176,2.644,1.834,1.722,1.616,2.718,0.624
2.196,2.169,1.874,1.325,2.117,0.977,0.124,0.321,1.757,0.162
2.8,2.564,2.217,2.337,2.542,1.641,0.66,0.677,2.429,0.659
2.584,2.849,2.265,2.206,2.308,1.654,0.413,0.082,2.272,0.242
2.199,1.364,1.108,1.149,2.003,1.016,0.363,0.257,1.794,0.163
3.375,3.003,2.793,2.661,2.959,1.95,1.105,0.443,2.928,0.345
2.945,2.801,2.459,2.099,2.988,1.5,0.734,0.307,2.778,0.253
0.752,1.417,0.936,0.878,2.02,0.656,0.265,0.161,1.766,0.2
3.007,2.827,1.96,1.729,2.161,1.292,1.415,1.075,2.496,0.275
3.517,3.454,3.424,2.81,3.038,2.483,1.213,0.826,3.112,0.811
2.456,2.708,2.405,2.106,2.584,1.789,0.288,0.253,2.215,0.292
2.285,1.478,1.319,0.726,2.189,0.667,0.18,0.137,1.524,0.112
1.728,2.043,1.679,1.069,2.096,1.086,0.676,0.338,1.867,0.511
3.46,3.186,2.891,2.547,2.713,1.789,0.805,0.234,2.794,0.213
2.495,2.139,1.679,1.883,2.641,1.326,0.33,0.223,2.019,0.123
4.0,4.0,3.761,3.343,3.402,3.307,3.542,3.46,3.664,1.451
1.308,1.393,0.39,0.634,1.877,0.712,0.184,0.134,1.348,0.034
3.453,3.34,2.903,2.95,3.072,2.015,1.109,0.381,3.255,0.664
3.255,3.359,2.826,2.779,2.88,1.245,0.401,0.193,2.674,0.255
1.393,1.315,1.319,1.368,1.846,0.964,0.244,0.013,1.724,0.178
3.318,2.957,2.808,2.304,2.527,1.68,0.344,0.381,2.559,0.295
2.456,2.075,2.207,1.665,2.434,1.325,0.464,0.298,2.324,0.265
3.416,3.23,2.832,2.416,2.805,2.213,2.809,2.281,2.694,0.494
2.753,2.365,2.242,2.022,2.14,1.139,0.503,0.354,2.34,0.042
2.44,2.532,2.124,1.562,2.291,1.189,0.623,0.479,2.339,0.316
2.824,2.82,2.584,2.049,2.651,1.785,1.809,1.192,2.576,0.524
0.829,0.695,0.631,0.596,2.124,0.268,0.078,0.161,1.318,0.0
2.962,2.898,2.263,2.008,2.424,1.648,0.72,0.778,2.314,0.169
2.569,2.972,2.697,2.345,2.499,1.461,0.785,0.224,2.639,0.557
2.117,1.806,1.709,1.247,2.071,1.029,0.433,0.416,2.218,0.262
1.243,0.953,0.822,0.676,1.956,0.32,0.0,0.041,1.566,0.0
3.163,2.741,2.693,2.409,2.673,1.947,1.278,0.41,2.709,0.199
3.686,3.429,2.439,2.556,3.286,2.498,1.024,0.679,3.119,0.613
3.012,2.972,2.908,2.399,2.438,1.855,0.525,0.319,2.589,0.428
2.901,2.727,2.394,2.126,2.514,1.909,0.328,0.394,2.362,0.47
1.252,0.904,0.857,0.957,1.879,0.608,0.232,0.207,1.619,0.073
3.166,3.097,2.557,2.434,2.661,1.959,1.688,0.657,2.835,0.643
3.804,3.494,3.241,2.792,3.124,2.492,2.452,1.899,3.468,0.459
1.511,1.27,1.051,0.642,2.029,0.212,0.158,0.059,1.304,0.0
3.107,2.837,2.56,1.88,2.677,1.855,0.459,0.323,2.325,0.593
2.286,2.466,1.925,1.609,2.335,1.063,0.274,0.162,2.175,0.222
3.491,3.306,3.017,2.615,2.78,1.807,0.418,0.072,3.033,0.339
2.717,2.42,2.012,1.747,2.393,1.581,0.363,0.296,2.136,0.221
2.966,2.214,2.119,1.97,2.302,1.162,0.739,0.632,2.448,0.666
2.505,1.938,1.327,1.325,2.223,1.119,0.689,0.236,1.862,0.111
2.265,1.92,1.737,1.176,2.144,0.724,0.624,0.22,2.142,0.156
2.875,2.732,1.909,1.651,2.565,1.947,1.176,0.379,2.63,0.489
1.639,1.282,1.094,0.823,2.193,0.684,0.404,0.225,1.757,0.134
1.749,1.497,1.001,0.676,1.955,0.707,0.257,0.198,1.643,0.0
1.299,0.563,0.847,0.388,2.013,0.731,0.275,0.424,1.051,0.039
2.88,2.351,1.816,1.723,2.565,1.49,0.929,0.558,2.271,0.171
2.372,2.154,1.817,1.89,2.315,0.92,0.287,0.183,2.303,0.388
2.342,2.482,2.643,1.956,2.297,1.557,0.807,0.44,2.353,0.222
1.671,1.176,1.018,0.466,1.929,0.503,0.256,0.153,1.814,0.0
3.017,2.938,2.759,2.267,2.525,1.48,0.869,0.357,2.842,0.669
3.204,2.698,2.803,1.86,2.422,1.612,0.873,0.504,2.386,0.308
2.844,2.599,2.469,1.765,2.462,2.065,1.138,1.289,2.264,0.29
2.674,2.494,2.327,1.48,2.493,1.463,0.491,0.553,2.452,0.246
0.753,0.589,0.399,0.454,1.732,0.209,0.0,0.0,1.369,0.077
0.938,0.477,0.796,0.443,1.885,0.537,0.274,0.045,1.472,0.077
1.391,1.465,1.092,0.869,1.74,0.492,0.38,0.146,1.64,0.083
3.302,3.198,2.585,1.985,2.727,1.253,0.784,0.533,2.724,0.656
3.241,3.3,2.835,2.601,2.682,1.568,0.605,0.292,2.659,0.403
0.763,1.39,0.684,0.601,1.944,0.847,0.206,0.148,1.401,0.106
3.258,2.773,2.469,2.227,2.753,1.905,1.363,0.81,2.691,0.35
3.16,2.637,2.326,2.058,2.58,1.569,1.58,0.863,2.919,0.435
2.594,2.536,2.498,2.121,2.075,1.135,0.48,0.206,2.323,0.291
1.015,1.428,1.001,1.01,1.839,0.71,0.366,0.155,1.687,0.12
2.951,3.062,2.509,2.042,2.573,1.666,0.414,0.368,2.324,0.271
3.074,2.698,3.039,2.032,2.808,1.486,2.103,1.542,2.866,0.457
2.787,2.689,2.267,1.736,2.414,1.628,1.398,0.792,2.249,0.307
1.036,1.301,0.687,0.682,2.043,0.677,0.131,0.094,1.683,0.0
3.165,2.997,2.365,2.31,2.599,1.747,1.729,0.636,2.912,0.424
2.894,2.602,2.85,2.091,2.566,1.386,0.613,0.375,2.352,0.443
2.093,1.837,1.776,1.499,2.19,0.77,0.305,0.134,1.698,0.263
3.044,3.096,2.556,2.358,2.944,2.09,1.154,0.572,2.917,0.596
3.185,2.647,2.578,2.261,2.31,1.406,0.767,0.285,2.348,0.382
1.95,1.79,1.824,1.38,2.13,0.693,0.292,0.061,1.902,0.0
2.934,2.709,2.458,2.24,2.534,1.392,0.569,0.244,2.524,0.507
3.428,3.489,2.809,2.52,2.892,1.794,0.717,0.36,2.573,0.518
3.044,2.97,2.735,2.34,2.736,1.359,1.036,0.99,2.773,0.522
3.343,3.267,2.93,2.61,2.675,2.183,0.611,0.63,3.005,0.571
2.386,1.933,1.791,1.418,2.421,1.318,0.961,0.557,2.212,0.146
3.004,3.044,2.672,2.546,2.594,1.812,0.606,0.524,2.461,0.292
3.123,2.755,2.025,1.986,2.524,1.241,1.47,1.087,2.256,0.11
3.358,3.121,2.707,2.673,2.685,1.895,0.992,0.419,2.635,0.572
3.788,3.273,3.104,2.896,2.753,2.116,1.007,0.712,3.125,0.789
1.167,1.377,0.726,0.575,2.036,0.553,0.097,0.039,1.497,0.083
1.923,1.376,1.405,1.229,1.994,0.737,0.455,0.27,2.193,0.09
3.235,2.673,2.92,2.343,2.603,1.625,1.798,0.85,2.774,0.418
1.844,1.75,1.231,1.699,2.127,1.101,0.397,0.389,1.844,0.475
2.911,2.566,2.571,2.053,2.663,1.925,1.187,0.707,2.732,0.319
3.581,3.304,3.125,2.587,2.706,2.099,1.074,0.866,2.889,0.726
3.321,2.957,2.57,2.115,2.523,1.943,0.689,0.541,2.489,0.735
3.303,3.098,2.899,2.294,2.637,1.839,0.933,0.698,2.564,0.689
2.182,2.161,1.607,1.387,1.914,1.234,0.42,0.181,1.957,0.288
3.448,2.687,2.834,2.657,2.574,2.11,1.021,0.554,2.34,0.341
2.89,2.564,2.211,2.273,2.608,1.545,0.289,0.393,2.321,0.523
2.79,2.571,2.517,2.416,2.422,1.385,0.786,0.381,2.168,0.216
2.408,2.794,2.393,1.929,2.32,1.26,0.193,0.206,2.435,0.242
3.437,3.405,3.338,2.745,2.853,2.132,1.064,0.41,3.005,0.548
2.969,2.593,2.653,2.217,2.611,1.568,0.39,0.177,2.481,0.528
2.873,2.52,2.656,2.097,2.715,1.483,1.506,1.183,2.841,0.589
2.103,1.551,1.5,1.379,1.708,1.294,0.193,0.302,1.808,0.078
2.591,2.371,1.938,1.876,2.496,1.458,0.621,0.605,2.106,0.433
1.111,1.419,1.002,0.623,2.245,0.889,0.444,0.235,1.922,0.134
1.872,1.39,1.14,1.228,1.944,0.808,0.502,0.237,1.624,0.057
0.772,0.816,0.203,0.504,1.91,0.518,0.241,0.204,1.582,0.042
3.271,3.128,2.898,2.54,2.971,1.92,1.296,1.152,3.06,0.42
2.909,2.865,2.441,2.27,2.882,2.017,1.737,1.285,2.796,0.521
2.84,2.762,2.031,1.674,2.562,1.532,1.79,1.472,2.639,0.381
1.727,1.774,1.232,1.4,2.123,0.767,0.09,0.029,1.702,0.092
2.199,1.93,1.413,1.634,2.04,0.853,0.353,0.242,1.957,0.22
1.732,1.041,0.963,0.707,1.917,0.568,0.172,0.188,1.647,0.032
1.5,1.841,1.357,1.069,2.125,0.854,0.278,0.115,1.949,0.046
1.876,1.455,0.953,1.286,1.926,0.679,0.276,0.197,1.326,0.13
