sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
3.548,3.373,3.24,2.614,3.012,1.256,0.759,0.197,2.906,0.614
1.513,1.728,1.475,1.272,2.065,0.925,0.382,0.225,2.06,0.148
3.079,3.372,3.407,2.89,2.967,2.487,0.995,0.661,2.407,1.073
3.411,3.292,3.233,2.322,2.99,1.768,0.935,0.457,3.261,0.489
1.605,1.744,1.62,1.245,2.375,1.007,0.739,0.705,2.111,0.21
1.696,1.506,1.222,0.994,1.963,0.339,0.179,0.0,1.953,0.277
3.845,4.0,4.0,4.0,3.336,3.228,1.004,0.512,3.396,1.295
2.756,2.607,2.5,1.953,2.413,1.296,0.0,0.0,2.225,0.498
3.471,2.735,2.497,2.54,2.581,2.097,1.327,1.152,2.688,0.545
1.661,1.275,0.988,0.982,1.719,0.563,0.264,0.183,1.46,0.126
2.453,2.778,2.428,2.221,2.408,1.801,0.457,0.092,2.3,0.439
2.309,1.624,1.326,1.163,2.206,1.212,0.441,0.459,1.47,0.0
0.97,0.861,0.665,0.577,1.94,0.355,0.0,0.0,0.974,0.0
3.169,2.766,2.25,1.996,2.517,1.219,1.262,0.879,2.284,0.52
3.184,3.165,3.026,2.542,2.741,1.742,0.807,0.634,2.749,0.295
2.697,2.531,2.211,1.83,2.368,1.206,0.292,0.047,2.467,0.204
2.42,1.653,1.211,1.181,2.291,1.337,0.155,0.154,1.907,0.187
3.1,3.14,2.477,2.173,2.594,1.683,0.987,0.376,2.855,0.585
3.116,3.116,2.787,2.373,3.045,2.143,2.322,1.765,3.033,0.582
3.313,2.795,2.563,2.319,2.84,2.328,2.213,2.409,2.883,0.69
1.772,1.597,1.055,0.931,2.113,0.628,0.084,0.032,1.306,0.0
2.361,1.918,1.416,1.253,2.086,1.127,0.806,0.458,1.904,0.083
4.0,4.0,3.712,2.973,3.071,2.645,3.67,3.7,3.847,1.207
2.361,2.126,1.826,1.397,2.01,1.016,0.318,0.185,1.911,0.379
2.026,2.022,1.393,1.161,2.081,0.929,0.416,0.22,2.076,0.18
1.828,1.535,1.463,1.035,1.992,1.02,0.275,0.0,1.779,0.181
2.899,2.823,2.182,1.816,2.623,1.53,0.338,0.253,2.191,0.681
1.846,2.001,1.57,1.395,2.138,1.092,0.508,0.324,1.782,0.316
3.549,3.316,3.063,2.582,2.85,1.593,0.939,0.563,3.241,0.706
2.684,2.38,1.857,1.398,2.277,1.195,0.32,0.047,2.253,0.28
3.045,2.953,2.74,2.334,2.846,1.951,0.831,0.389,2.861,0.299
2.917,2.565,2.319,1.816,2.569,0.961,0.495,0.463,2.582,0.417
1.449,1.427,0.952,0.694,2.184,0.338,0.146,0.084,1.535,0.0
1.937,1.628,1.214,1.013,2.17,0.94,0.877,0.694,2.059,0.041
3.203,2.442,2.826,2.501,2.556,1.705,0.969,0.837,2.586,1.156
2.666,2.618,2.51,2.506,2.355,2.038,1.653,1.355,2.591,0.461
2.651,2.627,2.159,2.338,2.695,1.425,0.308,0.15,2.264,0.362
2.731,2.524,2.258,1.694,2.499,1.466,0.322,0.098,2.145,0.197
2.385,2.273,1.997,1.708,2.807,1.543,0.718,0.48,2.336,0.335
2.98,2.919,2.156,1.957,2.359,1.532,0.67,0.45,2.195,0.147
2.807,2.351,2.123,1.828,2.499,1.344,0.0,0.0,1.986,0.448
2.751,2.655,2.418,2.342,2.446,1.585,0.728,0.392,2.606,0.016
2.013,2.151,1.774,1.625,2.382,1.156,0.318,0.042,1.945,0.213
2.729,2.094,1.857,1.653,1.744,1.365,0.665,0.129,1.751,0.527
2.206,2.002,1.932,1.797,2.538,1.367,0.327,0.199,2.061,0.176
1.795,1.487,1.047,1.054,1.954,0.794,0.176,0.015,1.731,0.156
2.727,2.599,2.262,1.748,2.542,1.719,0.539,0.0,2.196,0.0
1.748,1.366,1.192,1.144,2.121,1.009,0.375,0.153,1.682,0.254
1.975,2.028,1.595,1.469,2.288,1.32,0.55,0.435,2.048,0.216
2.731,2.712,2.177,1.96,2.452,1.153,0.677,0.0,2.551,0.656
3.037,2.819,2.896,2.586,3.19,2.364,1.248,0.978,2.849,0.984
1.364,1.715,1.482,1.189,2.084,0.963,0.545,0.507,2.042,0.226
2.704,2.055,1.957,1.503,2.046,0.656,0.494,0.16,2.055,0.191
3.892,3.823,4.0,3.509,2.682,3.012,1.749,1.539,2.805,1.154
2.035,2.049,1.485,1.024,2.263,1.051,0.414,0.244,1.757,0.279
2.793,2.641,2.21,1.91,2.486,1.28,0.812,0.572,2.387,0.363
3.604,3.152,3.303,2.788,3.106,2.298,1.182,0.727,2.78,0.532
2.102,2.054,1.606,1.325,1.853,0.96,0.415,0.446,1.838,0.016
2.183,2.073,1.618,1.568,2.383,1.154,0.53,0.156,1.957,0.144
2.452,2.372,2.142,2.062,2.098,1.422,0.748,0.328,2.53,0.173
2.735,2.797,2.38,1.844,2.009,1.431,0.479,0.38,2.015,0.234
2.183,2.134,1.807,1.74,2.422,1.407,0.804,0.615,1.884,0.363
2.737,2.204,1.988,1.884,2.473,1.426,0.565,0.374,2.269,0.425
1.521,1.331,1.344,1.092,2.108,0.782,0.0,0.191,1.961,0.01
1.7,1.833,1.747,1.667,2.463,1.351,1.053,0.82,2.107,0.357
1.862,2.015,1.314,1.254,2.192,1.18,0.203,0.155,1.983,0.211
3.945,4.0,3.873,3.943,3.591,2.824,0.645,0.047,3.134,2.356
1.734,1.874,1.247,1.192,1.981,1.172,0.698,0.144,1.571,0.035
2.78,2.661,2.042,1.451,2.369,1.011,0.073,0.033,2.108,0.104
2.684,2.519,2.472,2.253,2.395,1.571,0.236,0.111,2.202,0.33
2.209,2.105,2.023,1.755,2.403,1.182,0.069,0.0,2.13,0.212
3.515,3.425,3.372,3.084,3.386,2.447,0.487,0.097,2.72,1.232
2.424,2.106,1.674,1.328,1.91,0.465,0.314,0.025,2.021,0.0
3.809,3.628,3.476,3.459,2.953,2.505,0.905,0.615,3.036,0.99
2.475,2.48,2.314,1.981,2.418,1.438,0.169,0.054,2.427,0.106
0.998,0.699,0.41,0.418,1.821,0.573,0.255,0.322,1.42,0.21
2.983,2.593,2.003,1.899,2.547,1.902,0.856,0.765,2.372,0.358
1.92,1.902,1.358,1.109,2.096,1.035,0.553,0.117,1.978,0.056
3.158,2.871,2.72,2.296,2.611,2.327,1.03,0.568,2.636,0.411
3.69,3.781,3.636,3.483,3.216,3.053,3.313,3.224,3.637,1.397
2.992,2.472,2.369,1.992,2.752,1.567,0.419,0.128,2.242,0.24
2.561,2.462,2.108,1.841,2.69,1.74,0.838,0.594,2.587,0.296
2.378,1.771,1.314,1.114,2.067,0.635,0.35,0.0,1.704,0.013
4.0,3.772,3.638,3.354,3.014,3.035,1.894,1.78,3.279,0.764
3.642,3.713,3.83,2.956,3.131,2.532,0.792,0.245,3.45,0.68
2.554,2.538,2.201,1.924,2.385,1.412,0.486,0.0,2.285,0.044
2.505,2.136,1.987,1.709,2.573,1.193,0.41,0.21,2.305,0.45
3.301,3.053,2.595,2.191,2.698,1.859,1.061,0.686,2.481,0.395
2.553,2.234,1.867,1.965,2.395,1.479,0.382,0.221,2.17,0.38
1.963,1.542,1.42,1.208,2.08,0.816,0.161,0.144,1.709,0.0
3.061,2.923,2.69,2.314,2.616,1.873,0.751,0.381,2.921,0.452
0.76,0.941,0.222,0.123,1.787,0.546,0.038,0.136,1.313,0.002
3.805,3.534,3.439,2.716,3.011,2.321,0.734,0.205,3.286,0.625
3.108,2.991,2.443,2.008,2.778,1.703,0.155,0.015,2.728,0.201
2.586,2.64,2.421,2.013,2.601,1.721,1.16,0.91,2.781,0.361
1.097,1.113,0.758,0.933,2.079,0.611,0.39,0.542,1.345,0.065
2.705,2.232,1.793,1.59,2.375,1.549,0.486,0.0,1.941,0.032
2.517,2.35,1.974,1.472,2.24,1.409,0.639,0.226,2.575,0.124
4.0,4.0,3.755,3.323,3.007,2.347,1.642,1.055,3.426,0.988
3.243,3.092,2.969,2.49,2.605,1.637,0.612,0.145,2.626,0.202
1.156,1.173,0.657,0.695,2.174,1.009,0.083,0.0,1.613,0.219
2.948,2.772,2.352,1.874,2.493,1.35,1.754,1.753,2.105,0.628
2.914,3.012,2.402,2.548,2.703,1.577,0.855,0.659,2.707,0.589
2.882,2.454,2.258,1.852,2.426,1.04,1.072,0.913,2.363,0.13
2.742,2.461,2.275,2.05,2.514,1.469,0.651,0.744,1.938,0.318
1.929,1.706,1.225,1.337,2.111,1.293,0.354,0.063,1.434,0.007
2.086,2.058,1.872,1.45,1.978,1.206,0.254,0.116,1.915,0.103
3.503,2.969,2.907,2.411,2.744,1.679,0.8,0.6,2.807,0.847
2.78,2.74,2.313,1.966,2.615,1.731,0.372,0.106,2.244,0.328
2.932,3.24,2.894,2.649,2.689,2.192,0.863,0.507,3.067,0.445
2.614,2.284,2.059,1.664,2.127,1.555,0.247,0.058,2.542,0.355
2.911,2.484,2.322,1.768,2.496,1.446,1.088,0.717,2.376,0.0
3.157,3.157,2.897,2.129,2.123,1.444,1.129,0.816,2.759,0.421
3.19,3.003,2.631,2.421,2.702,1.425,1.75,1.522,3.198,0.486
1.476,1.448,1.057,0.935,1.849,0.877,0.222,0.0,1.619,0.0
2.641,2.767,2.522,2.07,2.362,1.888,0.611,0.272,2.306,0.245
2.882,3.008,2.813,2.586,2.428,2.191,0.749,0.478,2.719,0.448
2.49,2.142,1.954,1.751,2.142,1.317,0.187,0.141,2.105,0.127
2.18,2.002,1.734,1.176,2.386,0.73,0.25,0.021,2.092,0.0
1.554,1.49,1.338,1.19,2.239,1.144,0.129,0.1,1.719,0.075
2.365,2.536,1.956,2.002,2.322,1.705,0.595,0.385,2.199,0.393
3.214,2.774,2.676,2.245,2.488,1.692,0.458,0.239,2.674,0.237
3.119,3.4,3.324,2.885,3.015,2.103,1.792,1.092,3.36,0.471
2.901,2.841,2.362,2.128,2.301,1.293,0.442,0.183,2.294,0.086
2.296,1.724,1.287,1.31,2.383,1.06,0.586,0.141,2.032,0.107
3.184,2.65,2.132,2.097,2.58,1.766,0.81,0.122,2.499,0.151
3.169,2.548,2.471,1.977,2.322,1.298,0.0,0.0,2.155,0.642
2.218,1.535,0.888,0.82,2.007,0.175,0.0,0.0,1.68,0.0
2.119,1.786,1.362,1.508,2.194,1.29,0.797,0.676,1.738,0.173
1.778,1.719,1.439,1.147,2.194,1.036,0.414,0.174,2.021,0.108
1.336,1.492,1.058,1.136,2.063,0.749,0.543,0.579,1.654,0.18
1.613,1.06,0.912,0.824,1.678,0.712,0.185,0.0,1.618,0.0
3.053,2.74,2.514,1.991,2.603,1.475,0.657,0.335,2.432,0.225
2.429,2.45,2.192,1.932,2.626,1.183,0.773,0.433,2.556,0.161
1.228,1.237,1.014,1.156,1.535,0.649,0.356,0.225,1.236,0.011
3.556,3.347,3.362,2.563,2.933,1.912,1.093,0.369,3.236,0.646
1.412,1.383,1.285,1.356,2.213,0.917,0.559,0.312,1.585,0.206
3.042,2.621,2.614,1.893,2.21,1.235,1.032,0.859,2.547,0.51
3.239,2.88,2.493,2.324,2.31,2.31,1.548,0.921,2.748,0.301
3.475,3.261,2.787,2.5,3.005,2.179,0.567,0.248,2.755,0.366
2.748,2.66,2.322,2.347,2.646,1.178,0.705,0.47,2.654,0.177
2.492,2.21,1.896,1.617,2.52,1.286,0.381,0.249,2.07,0.074
2.333,2.331,1.945,1.78,2.4,1.472,1.383,0.685,2.189,0.179
3.262,3.155,2.734,2.425,2.749,1.828,0.939,0.786,2.672,0.318
2.412,1.954,1.549,1.405,1.925,0.837,0.11,0.057,1.905,0.012
2.853,3.096,2.692,2.535,2.521,2.217,1.488,0.509,2.809,0.108
2.058,1.387,1.28,0.94,2.138,0.616,0.114,0.054,1.462,0.0
3.068,2.425,2.1,1.926,2.302,1.375,0.493,0.287,2.146,0.0
2.961,2.599,2.219,2.064,2.747,1.959,0.612,0.249,2.358,0.402
3.575,3.226,2.924,2.382,2.823,1.971,1.732,1.634,3.039,0.443
0.378,0.69,0.715,0.592,1.646,0.57,0.114,0.169,1.285,0.021
2.365,2.462,2.179,1.657,2.514,1.463,0.112,0.025,2.323,0.059
2.785,2.87,2.453,2.337,2.72,2.122,0.937,0.996,2.895,0.284
3.181,2.842,2.175,1.918,2.534,1.269,0.663,0.489,2.269,0.321
1.183,1.07,0.61,0.451,1.772,0.289,0.212,0.005,1.501,0.007
2.431,2.448,1.852,1.877,2.484,1.315,0.716,0.243,2.388,0.483
2.72,2.531,2.134,1.927,2.697,1.226,0.751,0.373,2.211,0.383
3.149,2.947,2.757,2.298,3.106,1.663,0.764,0.601,2.512,0.312
2.416,1.946,1.486,1.114,2.178,1.347,0.625,0.434,2.137,0.105
2.942,2.957,2.421,1.913,2.608,1.221,0.603,0.276,2.881,0.272
2.647,2.586,2.348,1.93,2.359,1.51,0.899,0.795,2.517,0.543
2.805,2.858,2.375,1.848,2.75,1.418,0.634,0.556,2.743,0.277
3.028,3.226,2.794,2.229,2.715,1.56,0.847,0.501,2.537,0.591
3.092,2.934,2.653,2.327,2.732,1.765,1.472,1.02,2.77,0.685
2.262,2.16,1.655,1.684,2.364,1.184,0.282,0.101,2.322,0.2
2.636,2.441,2.039,1.555,2.243,1.653,0.602,0.422,2.314,0.159
0.443,0.612,0.194,0.252,2.234,0.576,0.039,0.232,1.305,0.01
2.238,2.345,1.994,1.64,2.426,1.167,0.379,0.2,2.593,0.24
1.982,1.999,1.872,1.565,2.181,1.03,0.992,0.946,1.924,0.236
2.98,2.633,2.509,2.103,2.541,1.636,0.631,0.263,2.349,0.42
2.182,1.736,1.547,1.187,2.183,1.263,0.418,0.004,2.01,0.21
2.882,2.741,2.498,2.246,2.543,1.775,1.833,1.253,2.447,0.613
3.029,2.741,2.388,1.929,2.612,1.241,0.709,0.466,2.326,0.069
3.042,3.181,3.093,2.712,2.812,2.056,0.895,0.623,3.07,0.551
2.59,2.503,2.431,1.941,2.333,1.441,0.101,0.031,2.272,0.0
3.122,2.639,2.22,2.06,2.546,1.784,1.005,0.47,2.789,0.145
3.745,3.661,3.346,2.862,3.118,2.073,1.715,1.45,3.209,0.86
2.399,2.468,2.319,2.086,2.21,1.7,0.172,0.228,2.274,0.263
2.506,2.37,2.058,1.928,2.517,1.485,0.626,0.394,2.104,0.383
2.38,2.064,1.569,1.113,2.16,0.587,0.224,0.068,2.121,0.315
3.156,3.266,2.733,2.193,3.019,1.959,1.986,1.728,3.175,0.527
3.84,3.471,3.125,2.852,2.764,2.203,0.676,0.323,3.095,1.18
3.294,3.611,3.491,3.001,3.086,2.434,1.395,0.68,3.059,0.856
4.0,3.623,3.335,3.03,2.978,2.962,1.532,0.989,3.272,0.784
1.959,1.861,0.993,1.029,1.821,0.836,0.286,0.131,1.731,0.269
4.0,3.674,3.69,3.053,2.935,2.148,1.599,1.111,3.292,1.249
2.498,2.145,1.868,1.585,2.028,1.178,0.514,0.429,1.98,0.137
2.994,2.847,2.52,2.102,2.693,1.645,0.896,0.222,2.622,0.411
2.593,2.295,1.715,1.626,2.312,1.374,0.056,0.0,2.126,0.0
2.067,2.161,1.769,1.446,2.091,1.34,0.835,0.201,2.159,0.345
3.128,3.017,2.721,2.395,2.569,1.769,1.033,0.538,2.946,0.581
2.387,2.181,1.833,1.877,2.313,1.075,0.618,0.462,2.148,0.05
3.784,3.459,2.983,2.775,3.155,2.405,3.027,2.293,3.267,0.607
3.121,2.792,2.1,1.834,2.467,1.427,0.851,0.569,2.373,0.56
1.703,1.71,1.254,1.094,1.988,0.729,0.265,0.263,1.708,0.076
2.943,2.993,2.946,2.901,2.702,1.981,1.178,0.504,3.01,0.749
2.352,1.933,1.653,1.129,1.929,1.418,0.564,0.235,1.929,0.117
2.998,3.098,2.652,2.169,2.598,1.511,0.225,0.159,2.835,0.415
2.453,2.248,2.284,1.982,2.339,1.411,0.228,0.034,2.026,0.089
2.791,2.87,2.142,1.912,2.521,1.412,0.29,0.022,2.704,0.219
2.63,2.869,2.245,2.394,2.774,1.515,1.017,0.738,2.581,0.243
1.927,1.754,0.931,0.732,2.178,0.262,0.266,0.265,1.715,0.208
3.782,3.593,3.49,3.151,3.41,2.188,0.125,0.0,2.942,1.666
2.528,2.079,1.543,1.585,2.215,1.888,1.397,1.011,2.096,0.352
1.835,1.573,1.203,1.379,1.797,0.833,0.429,0.052,1.762,0.226
3.433,3.096,2.813,2.205,2.916,1.521,0.985,0.628,2.799,0.428
1.512,0.998,0.702,0.637,1.721,0.538,0.171,0.295,1.174,0.0
3.211,2.477,1.956,1.906,2.565,2.234,1.436,1.152,2.329,0.957
3.377,3.341,3.223,2.535,3.257,2.303,0.882,0.736,3.315,0.634
2.929,2.658,2.526,1.868,2.494,1.233,0.616,0.29,2.604,0.0
1.039,1.092,0.318,0.435,1.899,0.327,0.392,0.272,1.755,0.009
2.95,2.899,2.652,2.374,2.703,1.436,0.643,0.442,2.127,0.149
3.193,2.946,2.573,2.525,2.467,2.126,1.772,1.315,2.672,0.442
2.818,2.833,2.731,2.557,2.553,1.671,0.724,0.563,2.727,0.327
2.894,2.14,2.064,1.65,2.429,0.871,0.441,0.156,2.393,0.294
2.156,2.225,1.851,1.753,2.351,1.128,0.687,0.572,2.043,0.0
1.886,1.373,1.076,1.053,2.108,0.976,0.257,0.216,1.842,0.0
3.487,3.257,3.278,2.759,2.75,2.143,1.178,0.546,2.93,0.942
3.402,3.019,2.732,2.286,2.751,1.553,0.565,0.483,2.901,0.352
2.585,2.506,2.008,1.45,2.32,1.087,0.345,0.417,2.164,0.114
2.974,2.928,2.472,1.857,2.591,1.085,0.515,0.294,2.584,0.148
2.661,2.522,2.229,1.82,2.376,1.047,0.598,0.328,2.517,0.272
2.867,2.598,2.224,2.032,2.214,1.623,0.611,0.432,2.228,0.11
2.171,1.987,1.701,1.048,2.415,0.993,0.839,0.825,1.924,0.37
1.538,1.245,1.197,1.103,2.019,0.977,0.103,0.0,1.821,0.146
1.46,1.093,1.117,0.873,1.972,0.604,0.324,0.296,1.471,0.018
0.978,1.014,1.009,1.129,1.824,0.985,0.714,0.386,1.396,0.228
3.048,2.982,2.551,2.461,2.709,2.225,1.075,0.741,3.163,0.563
2.6,2.412,2.215,1.933,2.411,1.456,0.952,0.344,2.231,0.184
2.891,2.643,2.212,2.071,2.518,1.609,0.598,0.338,2.148,0.342
3.062,3.225,3.084,2.529,2.752,1.485,1.502,0.867,2.665,0.508
3.429,3.017,2.666,2.049,2.604,1.545,0.754,0.243,2.809,0.449
2.869,2.792,2.32,1.951,2.611,1.565,0.485,0.026,2.641,0.611
3.077,2.627,2.478,1.965,2.628,1.787,1.069,0.711,2.26,0.426
1.891,1.96,1.286,0.921,2.122,0.692,0.206,0.118,2.066,0.0
2.897,2.99,2.88,2.145,2.718,1.851,0.38,0.264,2.732,0.305
2.811,2.979,2.712,2.198,2.639,2.07,0.621,0.585,2.472,1.433
2.378,2.156,1.726,1.559,2.355,1.263,0.65,0.292,2.163,0.182
2.652,2.686,2.196,1.612,2.315,1.394,0.765,0.516,2.417,0.221
2.988,2.812,2.721,2.493,2.555,1.746,0.461,0.062,2.836,0.255
1.975,1.821,1.482,1.059,1.97,1.105,0.288,0.116,2.291,0.182
2.301,1.917,2.086,1.925,2.365,1.208,1.036,0.843,2.351,0.0
3.659,3.741,3.526,3.005,3.148,2.584,0.96,0.349,3.047,0.573
2.751,2.919,2.759,2.301,2.558,1.199,0.463,0.327,2.763,0.199
2.424,2.346,1.904,1.829,2.233,0.797,0.0,0.0,1.653,0.292
2.015,1.792,1.361,0.998,2.221,1.109,0.345,0.182,1.837,0.138
2.716,2.479,2.114,1.862,2.181,1.58,0.367,0.286,2.433,0.116
2.074,1.629,1.591,1.05,2.27,0.848,0.306,0.251,1.96,0.025
3.818,3.953,3.804,3.6,3.292,3.156,3.352,3.258,3.768,1.427
1.843,1.611,0.892,0.771,1.719,0.556,0.0,0.139,1.674,0.0
2.791,2.743,2.492,2.235,2.477,1.906,0.556,0.278,2.329,0.37
2.956,2.693,2.24,2.127,2.516,1.511,0.322,0.262,2.705,0.077
2.338,1.843,1.452,1.551,1.904,0.725,0.0,0.0,1.582,0.102
2.944,2.79,2.746,2.204,2.337,1.338,0.0,0.0,2.421,0.165
1.849,1.471,1.269,0.958,2.221,0.621,0.0,0.051,1.685,0.039
2.929,2.538,2.397,1.897,2.537,1.938,1.991,1.851,2.559,0.779
1.893,2.153,1.818,1.645,2.262,1.135,0.262,0.244,1.843,0.259
2.206,2.154,1.725,1.536,2.245,1.175,0.633,0.407,2.17,0.424
3.627,3.347,3.315,2.973,3.26,2.385,1.948,1.408,3.326,0.353
1.407,1.077,0.832,0.749,1.931,0.911,0.289,0.229,1.582,0.038
3.69,3.315,2.901,2.784,2.871,2.221,2.351,2.009,3.439,0.41
3.219,3.688,3.516,2.743,2.533,2.343,0.728,0.624,2.753,0.922
2.054,1.548,0.965,0.927,1.986,0.269,0.392,0.34,1.891,0.0
2.429,2.082,1.694,1.745,2.302,1.087,0.712,0.372,2.054,0.175
2.564,2.624,2.25,2.187,2.487,1.195,0.778,0.648,2.493,0.257
3.852,3.804,3.334,3.196,3.293,2.64,1.396,0.725,3.506,0.309
1.548,1.124,1.153,0.837,1.772,0.718,0.271,0.218,1.495,0.211
2.665,2.453,2.323,2.322,2.614,1.535,0.461,0.168,1.99,0.433
0.1,0.422,0.13,0.196,1.703,0.475,0.111,0.016,1.008,0.0
3.01,2.694,2.501,2.155,2.45,1.46,0.993,0.384,2.574,0.284
2.473,2.517,2.279,1.843,2.623,1.478,0.893,0.741,2.315,0.484
1.765,1.371,1.078,1.006,1.858,0.645,0.449,0.097,1.382,0.231
3.264,3.287,2.907,2.907,2.723,2.065,0.796,0.479,2.802,0.797
2.489,2.118,1.653,1.668,2.398,1.161,0.43,0.038,2.13,0.135
3.371,2.981,2.585,2.108,2.313,1.017,0.503,0.403,2.573,0.125
2.959,2.936,2.453,2.319,2.686,2.09,0.775,0.46,2.667,0.484
2.811,2.699,2.119,2.014,2.276,1.765,1.232,0.977,2.357,0.394
2.567,2.419,2.011,1.681,2.39,1.191,0.304,0.168,2.053,0.248
1.765,1.655,1.073,1.158,1.815,0.719,0.552,0.158,2.119,0.272
2.961,2.858,2.522,2.257,2.998,1.532,1.051,0.808,2.684,0.599
1.444,0.992,0.628,0.358,1.73,0.463,0.434,0.233,1.18,0.088
1.142,0.744,0.746,0.354,1.83,0.32,0.309,0.4,1.363,0.0
1.315,0.624,0.638,0.684,2.17,0.534,0.035,0.255,0.822,0.025
2.33,2.288,1.872,1.573,2.077,1.265,0.285,0.084,2.065,0.32
2.489,2.32,2.016,2.042,2.455,1.327,0.233,0.027,2.265,0.893
2.634,2.542,2.256,2.237,2.736,1.504,1.648,0.252,2.512,0.509
2.127,1.949,1.795,1.319,2.2,0.752,0.0,0.0,1.705,0.266
3.716,3.181,2.896,2.587,2.766,2.139,1.024,0.615,3.045,0.473
3.17,2.84,2.499,1.949,2.481,1.222,0.4,0.334,2.553,0.333
2.98,2.684,2.229,1.861,2.501,1.792,1.983,1.943,2.302,0.545
2.589,2.243,2.133,1.546,2.588,1.564,0.531,0.544,2.37,0.263
1.088,0.868,0.81,0.802,1.723,0.397,0.0,0.0,1.214,0.095
1.376,1.039,0.71,0.673,2.09,0.443,0.291,0.268,1.876,0.031
2.232,1.857,1.341,0.986,2.112,1.193,0.839,0.726,2.104,0.418
2.552,2.728,2.449,2.034,2.263,1.565,0.308,0.312,2.605,0.438
3.023,2.668,2.327,2.215,2.563,1.416,0.526,0.208,2.736,0.48
1.634,1.66,1.131,0.815,2.072,0.849,0.862,0.397,1.633,0.028
2.82,2.128,1.878,1.566,2.515,1.44,0.895,1.049,2.28,0.126
3.267,3.122,2.987,2.71,2.904,1.681,1.803,1.298,3.014,0.726
3.028,3.163,2.634,2.413,2.705,1.577,0.419,0.241,2.69,0.369
0.888,1.011,0.835,0.553,1.617,0.429,0.441,0.369,1.515,0.0
3.328,3.05,2.856,2.131,2.551,1.294,0.539,0.142,2.748,0.288
3.273,3.227,2.824,2.558,2.565,1.755,1.619,1.142,2.957,0.29
2.234,2.005,1.717,1.618,2.29,1.133,0.858,0.5,2.034,0.216
1.073,0.997,0.828,0.579,1.869,0.293,0.249,0.18,1.246,0.0
2.863,2.665,2.246,2.223,2.667,1.526,1.064,0.527,2.695,0.134
2.52,2.253,1.85,1.81,2.51,1.468,0.241,0.0,2.221,0.282
2.367,2.515,1.978,1.597,2.468,1.033,0.257,0.197,2.033,0.528
2.706,2.604,2.251,2.038,2.598,1.574,0.97,0.408,2.949,0.507
2.921,2.73,2.475,1.822,2.301,1.634,0.867,0.314,2.51,0.536
1.685,1.519,1.282,0.898,1.738,0.764,0.0,0.079,1.404,0.0
2.082,2.059,1.772,1.661,2.051,1.088,1.051,0.719,2.151,0.285
2.492,2.228,1.745,1.353,2.256,1.011,0.197,0.017,2.193,0.004
2.796,2.513,2.096,1.501,2.499,1.108,0.309,0.321,2.184,0.277
2.75,2.458,2.234,1.894,2.498,1.628,0.889,0.688,2.445,0.065
1.992,1.883,1.525,1.437,2.195,1.156,0.314,0.243,1.955,0.0
2.442,2.333,1.995,1.698,2.641,1.484,0.203,0.124,2.301,0.206
3.81,3.422,3.022,3.039,2.951,1.72,1.289,1.17,3.027,0.683
3.261,3.167,2.993,2.541,2.949,1.678,0.875,0.0,2.816,0.464
3.857,3.878,3.394,2.776,3.077,2.383,1.862,1.051,3.423,1.267
1.836,1.656,1.412,1.202,2.124,0.71,0.123,0.04,1.77,0.201
1.617,1.362,1.018,1.01,2.161,0.677,0.354,0.228,1.681,0.185
2.97,2.862,2.604,2.091,2.981,2.279,1.354,0.538,2.803,0.429
2.364,1.878,1.72,1.498,2.479,1.266,0.817,0.839,2.058,0.379
2.878,2.899,2.764,2.427,2.895,1.848,2.14,1.496,2.957,0.524
3.899,3.657,3.523,2.739,2.852,2.419,0.677,0.232,2.833,0.529
3.674,3.297,2.886,2.301,2.847,1.259,0.572,0.298,2.616,0.917
2.926,2.896,2.667,2.326,2.343,1.93,0.463,0.384,2.53,0.06
2.318,2.248,1.911,1.536,2.14,1.185,0.354,0.182,2.09,0.042
2.854,2.356,2.215,1.869,2.226,1.423,0.809,0.657,2.275,0.422
2.83,2.797,2.417,1.812,2.572,1.799,0.516,0.331,2.397,0.857
3.067,2.991,2.771,2.465,2.672,1.519,0.517,0.168,2.596,0.35
3.448,3.658,3.071,3.118,2.708,2.093,0.887,0.46,3.034,0.618
3.407,3.251,3.263,2.784,3.1,2.04,0.95,0.398,3.128,0.488
3.261,2.914,2.867,2.795,2.734,1.953,0.48,0.233,2.956,0.641
2.871,2.638,2.246,1.512,2.369,1.624,1.525,1.423,2.397,0.395
2.614,2.413,2.105,1.653,1.671,1.04,0.086,0.0,1.864,0.29
3.147,2.894,2.649,2.185,2.743,1.574,0.751,0.5,2.902,0.785
1.872,1.778,1.635,1.306,2.35,1.146,0.0,0.0,1.835,0.084
1.714,1.391,1.205,0.862,1.86,0.264,0.0,0.141,1.181,0.0
1.336,1.313,0.807,0.902,1.95,0.499,0.0,0.0,1.632,0.0
3.912,3.71,3.507,3.017,3.24,2.512,1.712,1.465,3.251,0.551
2.73,2.629,2.426,2.289,2.49,1.807,1.215,0.875,2.42,0.546
2.901,2.515,2.443,1.878,2.148,1.231,1.121,0.729,2.601,0.199
2.081,1.99,1.436,1.122,2.411,1.253,0.309,0.25,2.112,0.367
2.589,2.384,1.604,1.443,2.473,0.999,0.51,0.302,2.128,0.0
2.657,2.206,1.804,1.636,2.188,1.001,0.422,0.342,1.964,0.495
1.884,1.665,1.033,0.968,1.87,0.751,0.293,0.088,1.633,0.074
2.019,1.893,1.625,1.43,2.067,0.813,0.212,0.011,2.362,0.0
